421 unable 9:3  
422 board 5:2  
423 flights 3:7  
424 overbooking 3:4  
425 cancellations 3:2  
426 flight 3:6  
427 delays 3:1  
428 greater 3:1  
429 compensation 3:11  
430 rules 4:8 3:5 
431 set 5:13  
432 euros 3:22  
433 depending 2:1  
434 length 5:1  
435 apply 3:1  
436 scheduled 3:2  
437 charter 7:1  
438 including 6:7 0:1 
439 airlines 3:17  
440 attacked 3:2  
441 legislation 3:4 8:1 
442 push 3:1 8:1 
443 cover 3:1  
444 extra 3:5  
445 cost 3:5 9:2 
446 european 3:10 5:6 
447 commission 3:5  
448 facing 3:1  
449 challenges 4:1  
450 low-fare 3:1  
451 association 3:4  
452 elaa 3:1  
453 transport 3:4  
454 iata 3:1  
455 package 3:2  
456 bad 3:7  
457 piece 3:2  
458 previously 6:10  
459 stopped 3:1  
460 boarding 3:1  
461 operators 3:2  
462 obliged 3:1  
463 offer 3:10  
464 cases 3:4 1:1 
465 decided 5:2  
466 passenger 3:5  
467 bid 3:4  
468 deter 9:1  
469 deliberately 3:1  
470 bumping 3:1  
471 moved 7:2 1:1 
472 passenger's 3:1  
473 addition 5:2  
474 cancelled 3:2  
475 delayed 3:3  
476 hours 3:1  
477 fault 3:1  
478 airline 5:9  
479 paid 3:4 9:1 
480 due 9:8  
481 extraordinary 3:2  
482 circumstances 3:2  
483 fear 7:4  
484 weather 3:7  
485 security 3:1 5:1 
486 alerts 3:1  
487 strikes 3:2  
488 events 3:2  
489 control 7:2  
490 eu-based 3:1  
491 adhere 3:1  
492 regime 3:2  
493 force 3:1  
494 thursday 5:13  
495 low-cost 5:3  
496 criticised 3:1  
497 levels 9:5 3:2 
498 arguing 3:2  
499 pay-out 3:1  
500 worth 9:2 3:1 
501 ticket 3:1  
502 it's 3:4 8:2 
503 preposterous 3:1  
504 fighting 3:1  
505 ryanair 5:8  
506 deputy 7:3  
507 chief 6:18 5:4 
508 executive 6:14  
509 michael 3:1  
510 cawley 1:1  
511 radio 3:1  
512 today 7:2  
513 programme 5:6  
514 regions 3:2  
515 eraa 3:2  
516 consumers 3:2  
517 consulted 5:1  
518 andy 0:1  
519 clarke 3:3  
520 advice 3:1  
521 misleads 3:1  
522 customers 4:11  
523 leads 7:1  
524 liable 3:1  
525 payouts 3:1  
526 spokeswoman 3:1  
527 marja 3:1  
528 quillinan-meiland 3:1  
529 conceded 3:1  
530 grey 3:2  
531 areas 5:5  
532 making 5:4 2:4 
533 dispute 3:2  
534 enforcement 3:1  
535 bodies 3:1  
536 decide 3:2 0:1 
537 technology 3:4  
538 easier 0:1  
539 land 0:7 1:1 
540 added 5:8 3:6 9:1
541 eraa's 3:1  
542 warned 5:13  
543 comply 3:1  
544 costs 5:16  
545 passed 7:2 0:1 
546 reckon 5:1  
547 that's 3:2  
548 loaded 3:1  
549 basically 7:2  
550 transfer 3:1  
551 journeys 3:2  
552 disrupted 3:2  
553 jacques 3:1  
554 barrot 3:1  
555 vice 9:1  
556 commissioner 3:1  
557 boom 5:3  
558 travel 3:2  
559 accompanied 3:1  
560 proper 3:1  
561 concrete 3:1  
562 union 1:3 3:2 
563 benefits 5:6  
564 people's 0:1  
565 daily 1:3 3:2 
566 lives 7:3  
567 launched 1:5  
568 information 7:3  
569 campaign 3:1  
570 airports 3:1  
571 agencies 0:2  
572 inform 3:1  
573 firm 6:30  
574 venezuelan 0:6  
575 row 7:1  
576 authorities 0:5  
577 seize 7:2  
578 owned 1:5 0:5 
579 british 5:2  
580 chavez's 0:1  
581 agrarian 0:1  
582 reform 7:2  
583 cojedes 7:1  
584 friday 5:15  
585 farmland 3:1  
586 subsidiary 1:2 0:1 
587 vestey 0:3  
588 farmers 7:2  
589 cracking 0:1  
590 so-called 8:3  
591 latifundios 4:1  
592 large 7:6 2:1 
593 rural 0:1  
594 estates 0:1  
595 lying 8:1  
596 idle 7:3  
597 informed 5:1  
598 planned 1:2  
599 agroflora 7:4  
600 operates 5:3  
601 farms 0:3  
602 venezuela 4:1  
603 insisted 0:1  
604 complied 7:1  
605 fully 7:2  
606 prosecutors 0:2  
607 south 5:4 7:1 
608 targeted 7:4  
609 hato 7:1  
610 charcote 2:1  
611 beef 0:1  
612 cattle 0:1  
613 ranch 0:2  
614 plan 0:3  
615 acres 7:1  
616 hectares 0:1  
617 acre 0:1  
618 hectare 7:1  
619 farm 0:2  
620 possess 0:1  
621 valid 5:1  
622 documents 7:1  
623 proving 7:1  
624 ownership 0:3  
625 allege 6:1  
626 form 7:1  
627 active 1:1  
628 boundaries 0:2  
629 match 0:1  
630 actual 0:1  
631 surplus 0:2  
632 prosecutor 0:1  
633 alexis 5:1  
634 ortiz 7:1  
635 consequence 7:1  
636 controversial 5:2  
637 reforms 7:3  
638 give 4:5  
639 private 4:4  
640 property 7:3 0:2 
641 declared 0:1  
642 traced 0:1  
643 century 7:1  
644 powers 0:1  
645 chavez 0:2  
646 argues 7:2  
647 needed 1:6  
648 country's 7:9  
649 poorest 0:1  
650 citizens 0:1  
651 develop 0:1  
652 trample 7:1  
653 co-operate 7:1  
654 spokesman 5:3 0:1 
655 absolutely 0:1  
656 confident 7:2  
657 submitted 0:1 6:1 
658 demonstrate 0:1  
659 legality 4:1  
660 title 6:1  
661 employs 5:3  
662 workers 4:6  
663 meat 0:1  
664 solely 0:1  
665 month 2:14  
666 identified 0:1  
667 landowners 0:1  
668 titles 1:3  
669 productive 8:1  
670 steadily 7:1  
671 expanded 0:1  
672 state's 0:1  
673 involvement 0:2  
674 recently 6:3  
675 mining 5:3  
676 contracts 7:1  
677 involving 0:1  
678 firms 4:21  
679 examined 4:1  
680 ensure 1:3  
681 provided 0:1  
682 sufficient 0:1  
683 gains 8:7  
684 greenspan 8:5  
685 speech 8:2  
686 hit 8:10  
687 highest 8:2  
688 euro 8:5  
689 federal 8:8  
690 reserve 8:3  
691 head 8:6  
692 trade 8:12  
693 deficit 8:17  
694 alan 8:2  
695 highlighted 9:2  
696 willingness 4:1  
697 rising 8:6  
698 household 8:2  
699 savings 1:1  
700 reduce 7:2 2:2 
701 trading 8:4  
702 york 8:3  
703 reached 8:5  
704 concerns 8:4  
705 greenback 7:1  
706 chairman 5:5  
707 greenspan's 7:1  
708 london 5:6  
709 meeting 8:7  
710 finance 7:5  
711 tumbled 8:1  
712 worse-than-expected 8:1  
713 jobs 8:13 1:12 
714 data 4:5 8:4 
715 chairman's 8:1  
716 sanguine 8:2  
717 view 7:5  
718 he's 8:2  
719 robert 7:1  
720 sinche 8:1  
721 currency 7:6  
722 strategy 9:1  
723 bank 2:11 6:5 
724 america 9:6 4:2 
725 longer-term 8:2  
726 laying 9:1  
727 conditions 8:7 6:1 
728 improve 8:2 1:1 
729 worries 2:1  
730 currency's 7:1  
731 made 5:12  
732 export 8:1 7:1 
733 highly 7:1  
734 competitive 8:3  
735 calls 4:8  
736 beijing's 5:1  
737 fallen 5:4  
738 deaf 8:1  
739 ears 4:1  
740 comments 8:1  
741 major 5:6  
742 newspaper 1:4  
743 ripe 7:2  
744 loosening 9:1  
745 thought 8:3  
746 produce 1:3  
747 meaningful 1:1  
748 movement 5:1  
749 meantime 7:1  
750 reserve's 9:1  
751 decision 4:7  
752 interest 8:4 6:1 
753 rates 7:8  
754 point 7:3  
755 sixth 9:2  
756 move 5:8  
757 opened 4:1  
758 differential 8:1  
759 half-point 7:1  
760 window 7:1  
761 attractive 5:2 8:1 
762 prop 4:1  
763 partly 5:1  
764 result 4:5 1:1 3:1
765 deficits 5:2  
766 us's 2:1  
767 yawning 2:1  
768 gap 8:5  
769 funded 5:1  
770 buying 2:3  
771 bonds 8:1  
772 governments 8:1  
773 white 8:1  
774 house 8:2  
775 announce 8:1  
776 monday 1:2  
777 commentators 7:1  
778 close 7:7  
779 half 7:6 8:1 
780 dollars 1:1  
781 unemployment 8:11  
782 casting 8:1  
783 doubt 9:1  
784 strength 9:5  
785 dropped 3:1  
786 reflecting 2:1 9:1 
787 edged 8:1  
788 slightly 9:4  
789 grown 4:1  
790 dramatically 2:1  
791 amid 2:2  
792 weaker 4:1  
793 optimistic 9:1  
794 forecasting 9:1  
795 ministry 1:5  
796 industry 1:4 4:3 2:2
797 meti 9:2  
798 electronic 2:1  
799 parts 3:2  
800 mobile 6:11  
801 phones 4:2  
802 digital 9:1  
803 televisions 9:1  
804 inventories 2:1  
805 ago 9:5 0:1 
806 sign 4:2  
807 adjustment 8:2  
808 phase 8:2  
809 stronger 9:4  
810 expected 8:6 6:6 2:2
811 takashi 9:2  
812 yamanaka 9:1  
813 ufj 2:9  
814 assessment 9:1  
815 ending 8:1  
816 stagnated 2:1  
817 entering 4:1  
818 softer 8:1  
819 patch 8:1  
820 falling 2:3  
821 played 9:2  
822 latest 9:5 3:2 
823 resilient 9:1  
824 november 9:2  
825 positive 8:10  
826 don't 4:2  
827 worsened 8:1  
828 official 9:3  
829 jobless 2:1  
830 historical 9:2  
831 highs 8:3  
832 comparatively 8:1  
833 date 3:1  
834 preyed 8:1  
835 shares 6:19 0:4 
836 nikkei 3:1  
837 afternoon 2:2  
838 bmw 1:9  
839 cash 8:3  
840 mini 1:15  
841 german 9:6  
842 car 2:7 1:3 
843 maker 2:11  
844 created 5:4  
845 oxford 1:3  
846 factory 1:6  
847 modernised 1:1  
848 machinery 1:3  
849 body 9:1 3:1 
850 building 5:1  
851 cars 1:11  
852 response 4:2  
853 rapidly-rising 1:1  
854 wipe 1:1  
855 waiting 1:2  
856 lists 1:1  
857 wednesday's 1:1  
858 announcement 1:3 9:2 
859 invested 1:3  
860 launch 8:4  
861 summer 3:2 1:1 
862 admits 1:1  
863 success 5:3  
864 brand 4:4  
865 scepticism 1:1  
866 received 1:1  
867 norbert 1:1  
868 reithofer 1:1  
869 member 9:3  
870 management 2:5 4:2 
871 initially 1:2  
872 models 1:3  
873 vast 4:2  
874 cowley 1:2  
875 outskirts 1:1  
876 quickly 2:1 0:1 
877 raised 9:8  
878 convinced 2:1  
879 they've 1:1  
880 massively 1:1  
881 tapers 1:1  
882 beetle 1:1  
883 brad 7:1  
884 wernle 1:1  
885 automotive 1:3  
886 europe 9:9  
887 cheapest 1:2  
888 days 4:2  
889 buyers 1:1  
890 fork 9:1  
891 cooper 1:4  
892 convertible 4:1  
893 spring 9:3  
894 top 9:7 2:4 
895 model 1:6  
896 list 1:2  
897 second-hand 1:1  
898 minis 1:2  
899 fetch 5:1  
900 priced 5:1  
901 the-car 1:1  
902 website 5:1  
903 parker's 1:1  
904 numbers 8:4  
905 confirms 4:1  
906 depreciates 4:1  
907 slower 5:1  
908 mercedes 1:1  
909 benz 1:1  
910 series 4:4  
911 plant 1:4  
912 increasingly 2:2  
913 put 7:6  
914 good 5:17  
915 plans 1:7 6:3 
916 tear 4:1  
917 buildings 1:1  
918 build 5:1  
919 rumours 9:1  
920 paint 1:1  
921 shop 1:1  
922 included 1:1  
923 bmw's 9:1  
924 adventure 9:1  
925 wrong 4:2  
926 stewardship 1:1  
927 rover 1:16  
928 phoenix 5:1  
929 consortium 8:1  
930 producing 1:3  
931 award-winning 5:1  
932 times 1:6  
933 vehicles 2:8  
934 mini-workers 1:1  
935 factory's 1:1  
936 equally 4:1  
937 impressive 4:1  
938 compared 5:3  
939 longbridge 1:3  
940 hopes 6:6  
941 deal 2:13 4:2 0:2
942 shanghai 1:2  
943 corporation 4:1  
944 saic 1:6  
945 double 1:1  
946 number 4:12  
947 rovers 1:2  
948 range 4:5  
949 ford 1:1  
950 crude 9:11  
951 surge 9:5  
952 soared 9:1  
953 fresh 8:5  
954 four-month 1:1  
955 refinery 9:5  
956 problems 9:7  
957 propelled 8:1 3:1 
958 petrol 9:3  
959 all-time 9:3  
960 high 8:17 5:1 
961 light 9:3  
962 sweet 9:1  
963 futures 9:2  
964 jumped 9:1 6:1 
965 barrel 9:2  
966 closing 9:2  
967 tracked 9:1  
968 gasoline 9:2  
969 record 8:12  
970 gallon 2:1  
971 jump 9:1  
972 fire 9:1  
973 western 9:1  
974 refining 9:1  
975 company's 0:7  
976 texas 9:4  
977 shut 9:1  
978 running 9:2  
979 simply 5:3  
980 citigroup 1:1  
981 analyst 9:7  
982 kyle 9:1  
983 silliere 0:1  
984 merchant 9:1  
985 issues 0:5  
986 scramble 0:1  
987 gulf 7:1  
988 coast 9:1  
989 houston 0:3  
990 closed 5:3 9:1 
991 mechanical 1:1  
992 tuesday 0:3  
993 bp's 1:1  
994 city 7:3  
995 approach 5:1  
996 sensitive 9:1  
997 dealers 0:1  
998 anticipate 9:1  
999 holiday 5:2  
1000 season 9:1  
1001 supplies 9:3  
1002 cartel 1:1  
1003 opec's 9:2  
1004 failed 9:2  
1005 calm 9:1  
1006 roughly 8:1  
1007 risen 8:4  
1008 sharply 9:1  
1009 weeks 6:1 7:1 
1010 combination 7:2 2:1 
1011 colder 2:1  
1012 declining 1:1  
1013 opec 8:1  
1014 seasonal 5:1  
1015 drop 5:4 4:2 
1016 instability 9:2  
1017 iraq 9:1  
1018 underlying 4:2  
1019 terrorism 4:1  
1020 rally 9:4  
1021 rejects 4:1  
1022 tobacco 0:7  
1023 accusing 9:1  
1024 biggest 2:9  
1025 covering 7:2  
1026 effects 0:1  
1027 smoking 0:3  
1028 thrown 8:1  
1029 appeal 0:1  
1030 clinton 0:1  
1031 administration 8:4  
1032 rejected 2:1  
1033 washington 4:2  
1034 found 7:6  
1035 brought 0:4  
1036 anti-racketeering 4:1  
1037 laws 0:1  
1038 accused 2:3  
1039 altria 0:2  
1040 reynolds 0:2  
1041 lorillard 0:1  
1042 liggett 7:1  
1043 brown 7:3  
1044 williamson 4:1  
1045 claimed 0:3  
1046 manipulated 2:1  
1047 nicotine 0:1  
1048 addiction 4:1  
1049 teenagers 1:1  
1050 multi-billion 0:1  
1051 advertising 6:10  
1052 campaigns 0:1  
1053 lied 4:1  
1054 dangers 0:1  
1055 contrary 1:1  
1056 wanted 8:1  
1057 cigarette 0:1  
1058 surrender 7:1  
1059 accumulated 0:1  
1060 impose 0:1  
1061 tougher 0:1  
1062 marketing 0:2  
1063 products 3:3  
1064 appeals 0:1  
1065 district 4:1  
1066 columbia 7:1  
1067 ruled 4:1  
1068 drawn 0:1  
1069 counteract 7:1  
1070 mafia 0:1  
1071 infiltration 8:1  
1072 deny 8:1  
1073 illegally 0:3  
1074 conspired 0:1  
1075 promote 0:1  
1076 defraud 0:1  
1077 met 4:2 1:1 
1078 demands 4:2  
1079 landmark 0:1  
1080 settlement 0:1  
1081 states 5:2 0:2 
1082 ruling 0:5  
1083 showing 5:3  
1084 mixed 6:2  
1085 signals 8:1  
1086 french 5:7  
1087 picked 5:1  
1088 speed 6:1  
1089 show 8:3  
1090 statistics 8:2  
1091 insee 8:1  
1092 seasonally-adjusted 8:1  
1093 quarterly 5:5  
1094 early 5:4  
1095 leaves 9:1  
1096 full 9:2  
1097 predicted 5:3  
1098 apparent 5:1  
1099 shortfall 5:1  
1100 annual 6:8 5:1 
1101 flash 6:1  
1102 mark 9:2  
1103 continuing 8:3  
1104 trend 9:3 6:1 
1105 improving 5:3  
1106 indicators 8:1  
1107 health 5:3  
1108 reiterating 1:1  
1109 central 9:1  
1110 noises 1:1  
1111 nation 5:2  
1112 eurozone 9:2  
1113 france's 6:2  
1114 david 5:3  
1115 naude 8:1  
1116 deutsche 6:4  
1117 send 5:1  
1118 signal 5:1  
1119 rebound 6:1  
1120 open 1:3  
1121 continuation 8:1  
1122 service 6:3  
1123 activity 5:2  
1124 improved 7:3  
1125 hitting 9:2  
1126 seven-month 9:1  
1127 parmalat 0:9  
1128 return 6:3 9:1 
1129 stockmarket 2:1  
1130 italian 0:7  
1131 dairy 6:1  
1132 bust 0:1  
1133 accounting 2:1  
1134 scandal 0:3  
1135 gained 9:3  
1136 revealing 0:1  
1137 stated 9:1  
1138 statement 6:4 9:1 
1139 issued 9:2  
1140 night 0:2  
1141 finanziaria 0:1 2:1 
1142 detailed 0:1  
1143 administrators 9:1  
1144 re-listing 0:2  
1145 converted 0:1  
1146 share 0:2  
1147 amounting 9:1  
1148 asked 8:1  
1149 vote 0:1  
1150 hoped 6:2  
1151 receive 6:3  
1152 operating 5:5 6:3 
1153 percentage 0:1  
1154 debt 3:10  
1155 executives 2:4  
1156 investigation 0:1  
1157 fraud 0:3  
1158 lawmakers 7:2  
1159 enrico 0:2  
1160 bondi 0:4  
1161 turnaround 6:3  
1162 specialist 9:2  
1163 appointed 0:1  
1164 parmalat's 2:1  
1165 spoke 0:1  
1166 positively 0:1  
1167 closed-door 9:1  
1168 hearing 0:1  
1169 chamber 0:1  
1170 deputies 8:1  
1171 supplied 9:1  
1172 elements 9:1  
1173 positions 6:3  
1174 history 2:2  
1175 find 2:1  
1176 solution 5:3  
1177 quotation 6:1  
1178 apcom 0:1  
1179 quoted 9:2  
1180 india 7:10  
1181 widens 3:1  
1182 access 1:1  
1183 telecoms 3:6  
1184 limit 6:2  
1185 communications 6:2  
1186 dayanidhi 4:1  
1187 maran 7:3  
1188 fund 4:3 1:1 
1189 fast-growing 6:1  
1190 users 4:3  
1191 million 7:11 9:1 
1192 investors 6:10 3:1 
1193 faced 7:1  
1194 considerable 6:1  
1195 opposition 4:1  
1196 communist 4:1  
1197 parties 6:1  
1198 crucial 6:3  
1199 support 6:1  
1200 coalition 7:1  
1201 headed 4:1  
1202 prime 4:1  
1203 manmohan 9:1  
1204 singh 8:1  
1205 potential 2:2  
1206 approval 3:1  
1207 stake 6:6  
1208 key 4:4  
1209 officer 4:4  
1210 financial 2:14 6:8 
1211 held 4:2  
1212 indians 7:1  
1213 welcomed 7:1  
1214 carriers 8:2  
1215 community 4:1  
1216 huge 4:2 3:1 
1217 indian 7:5  
1218 gartner's 7:1  
1219 principal 7:1  
1220 kobita 3:1  
1221 desai 6:1  
1222 fdi 2:1  
1223 relaxation 9:1  
1224 coupled 4:1  
1225 local 7:4  
1226 ignite 6:1  
1227 telecommunication 7:1  
1228 ernst 6:1  
1229 young's 4:1  
1230 sanjay 7:1  
1231 mehta 6:1  
1232 morgan 3:2  
1233 stanley 3:2  
1234 india's 7:8  
1235 grow 4:2  
1236 dominated 6:1  
1237 bharti 7:1  
1238 televentures 7:1  
1239 allied 3:7  
1240 singapore 6:1  
1241 telecom 7:1  
1242 essar 4:1  
